,Restaurants,Average Ratings,Number Of Reviews,Price Per Person,Review Average,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,Review_9,Review_10,Review_11,Review_12,Review_13,Review_14,Review_15,Review_16,Review_17,Review_18,Review_19,Review_20,Review_Average,Yelp Bias,Veg
0,https://www.yelp.com/biz/tselogs-san-francisco-5?osq=Restaurants,4.5,601,1,3.9,5,2,4,3,5,4,4,5,4,4,5,5,4,5,4,3,5,1,2,4,3.9,0.6,FALSE
1,https://www.yelp.com/biz/nicks-crispy-tacos-san-francisco-2?osq=Restaurants,4,3312,1,3.35,4,3,3,2,3,4,2,5,5,4,4,1,2,5,3,3,3,3,4,4,3.35,0.65,FALSE
2,https://www.yelp.com/biz/golden-boy-pizza-san-francisco?osq=Restaurants,4.5,3448,1,4.4,5,4,5,4,5,4,5,5,5,4,5,4,4,4,5,4,5,3,5,3,4.4,0.1,FALSE
3,https://www.yelp.com/biz/house-of-pancakes-san-francisco?osq=Restaurants,4,951,1,4.35,5,4,5,5,5,4,5,5,4,5,4,4,3,5,5,3,4,4,4,4,4.35,-0.35,FALSE
4,https://www.yelp.com/biz/the-bird-san-francisco?osq=Restaurants,4,1661,1,4.1,5,4,4,2,3,5,4,2,5,4,5,5,4,4,5,5,4,4,3,5,4.1,-0.1,FALSE
5,https://www.yelp.com/biz/el-farolito-san-francisco-2?osq=Restaurants,4,4845,1,4.15,5,4,5,5,5,4,4,4,4,5,2,5,3,4,4,4,5,4,4,3,4.15,-0.15,FALSE
6,https://www.yelp.com/biz/la-taqueria-san-francisco-2?osq=Restaurants,4,3995,1,4.4,5,4,5,5,4,4,5,5,5,5,5,3,4,3,5,4,4,3,5,5,4.4,-0.4,FALSE
7,https://www.yelp.com/biz/thai-time-restaurant-san-francisco?osq=Restaurants,4,833,1,4.2,5,4,4,5,5,5,5,3,3,5,4,2,2,5,5,4,3,5,5,5,4.2,-0.2,FALSE
8,https://www.yelp.com/biz/super-duper-burgers-san-francisco-4?osq=Restaurants,4,1273,1,4.1,4,5,2,4,3,5,3,5,5,4,4,5,4,4,5,4,4,4,4,4,4.1,-0.1,FALSE
9,https://www.yelp.com/biz/palmyra-san-francisco?osq=Restaurants,4,851,1,4.05,5,4,4,3,5,5,1,4,4,4,5,5,5,3,5,4,1,5,5,4,4.05,-0.05,FALSE
10,https://www.yelp.com/biz/yama-chan-san-francisco?osq=Restaurants,4,55,1,3.85,5,3,3,4,3,3,3,4,5,4,5,5,3,5,5,4,4,1,3,5,3.85,0.15,FALSE
11,https://www.yelp.com/biz/new-fortune-restaurant-san-francisco?osq=Restaurants,4.5,76,1,4.2,5,2,4,3,4,3,5,4,5,4,4,5,5,5,5,5,5,4,3,4,4.2,0.3,FALSE
12,https://www.yelp.com/biz/dragoneats-san-francisco-7?osq=Restaurants,4.5,190,1,4.05,5,4,5,4,3,4,5,4,4,5,4,5,3,3,3,5,4,4,3,4,4.05,0.45,FALSE
13,https://www.yelp.com/biz/sam-wo-restaurant-san-francisco-3?osq=Restaurants,3.5,1034,1,3.85,4,3,3,4,3,5,3,5,5,3,4,3,5,4,5,3,4,4,2,5,3.85,-0.35,FALSE
14,https://www.yelp.com/biz/t%C3%BA-lan-san-francisco-4?osq=Restaurants,4,777,1,4,5,4,3,5,5,4,4,4,1,5,3,5,3,4,4,5,5,3,3,5,4,0,FALSE
15,https://www.yelp.com/biz/kim-son-vietnamese-restaurant-san-francisco?osq=Restaurants,4,707,1,3.95,5,2,4,4,5,5,4,4,2,4,2,5,4,4,4,5,3,4,5,4,3.95,0.05,FALSE
16,https://www.yelp.com/biz/taboun-san-francisco?osq=Restaurants,4,247,1,3.8,4,5,5,4,4,4,4,3,5,5,4,5,4,2,4,1,1,5,5,2,3.8,0.2,FALSE
17,https://www.yelp.com/biz/street-taco-san-francisco?osq=Restaurants,4,579,1,4.15,5,4,4,5,4,4,4,4,4,5,3,4,5,3,3,5,3,5,4,5,4.15,-0.15,FALSE
18,https://www.yelp.com/biz/pho-huynh-hiep-2-kevins-noodle-house-san-francisco?osq=Restaurants,4,1632,1,3.85,4,4,5,4,3,4,4,3,5,2,1,5,4,5,4,4,4,5,4,3,3.85,0.15,FALSE
19,https://www.yelp.com/biz/volcano-san-francisco?osq=Restaurants,4,1128,1,4.3,5,4,3,4,4,4,5,5,5,4,4,5,4,5,4,5,3,4,4,5,4.3,-0.3,FALSE
20,https://www.yelp.com/biz/pushkin-san-francisco?osq=Restaurants,4.5,178,1,4.45,5,4,4,5,4,4,4,5,4,5,5,5,4,5,4,4,4,4,5,5,4.45,0.05,FALSE
21,https://www.yelp.com/biz/yuanbao-jiaozi-san-francisco-2?osq=Restaurants,4,287,1,4.55,5,3,5,4,4,5,5,4,5,5,5,4,4,5,5,5,5,5,4,4,4.55,-0.55,FALSE
22,https://www.yelp.com/biz/pho-2000-san-francisco?osq=Restaurants,4,776,1,4.2,5,3,5,5,4,4,4,4,4,5,4,5,2,5,4,4,5,4,5,3,4.2,-0.2,FALSE
23,https://www.yelp.com/biz/good-luck-dim-sum-san-francisco?osq=Restaurants,4,1576,1,4,5,4,5,5,4,1,4,4,4,4,5,3,3,5,4,5,5,4,1,5,4,0,FALSE
24,https://www.yelp.com/biz/creator-san-francisco?osq=Restaurants,4,193,1,4.1,5,3,3,3,4,4,5,5,3,4,5,4,4,4,5,4,4,4,5,4,4.1,-0.1,FALSE
25,https://www.yelp.com/biz/truly-mediterranean-san-francisco?osq=Restaurants,4,1190,1,4.65,5,4,5,5,4,5,5,3,5,5,4,5,4,5,5,4,5,5,5,5,4.65,-0.65,FALSE
26,https://www.yelp.com/biz/blaze-fast-fired-pizza-san-francisco?osq=Restaurants,3.5,591,1,3.45,5,3,3,3,1,4,5,5,5,3,4,1,3,2,1,4,3,5,4,5,3.45,0.05,FALSE
27,https://www.yelp.com/biz/zen-yai-thai-restaurant-san-francisco?osq=Restaurants,4,690,1,4.4,5,4,4,5,5,5,5,3,4,5,5,5,4,4,4,5,5,5,2,4,4.4,-0.4,FALSE
28,https://www.yelp.com/biz/underground-grill-king-san-francisco?osq=Restaurants,4,74,1,4.1,5,3,4,3,5,5,5,4,3,5,3,4,4,5,3,4,4,4,4,5,4.1,-0.1,FALSE
29,https://www.yelp.com/biz/pancho-villa-taqueria-san-francisco?osq=Restaurants,4,2570,1,3.7,4,1,5,4,4,2,4,3,5,4,4,4,5,5,5,1,3,5,5,1,3.7,0.3,FALSE
30,https://www.yelp.com/biz/delicious-dim-sum-san-francisco?osq=Restaurants,4,942,1,3.8,5,3,4,5,4,4,4,3,4,4,4,1,5,4,4,3,2,4,5,4,3.8,0.2,FALSE
31,https://www.yelp.com/biz/cordon-bleu-san-francisco?osq=Restaurants,4,1057,1,4.45,5,4,4,3,5,4,5,4,5,5,5,4,5,5,5,2,5,5,5,4,4.45,-0.45,FALSE
32,https://www.yelp.com/biz/platform-248-san-francisco-5?osq=Restaurants,4,166,1,3.8,5,3,3,2,4,5,4,2,5,4,4,3,5,4,5,3,4,4,2,5,3.8,0.2,FALSE
33,https://www.yelp.com/biz/hawaiian-drive-inn-san-francisco-3?osq=Restaurants,4,359,1,4.5,5,3,5,5,4,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,4.5,-0.5,FALSE
34,https://www.yelp.com/biz/kingdom-of-dumpling-san-francisco-7?osq=Restaurants,3.5,2060,1,3.3,5,3,3,2,5,4,4,4,4,3,4,3,1,1,5,4,2,3,1,5,3.3,0.2,FALSE
35,https://www.yelp.com/biz/silk-road-san-francisco-2?osq=Restaurants,4.5,124,1,4.5,5,4,5,3,4,5,5,5,5,5,5,5,5,2,4,5,5,5,5,3,4.5,0,FALSE
36,https://www.yelp.com/biz/hai-ky-noodles-san-francisco?osq=Restaurants,4.5,934,1,4.75,5,3,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4.75,-0.25,FALSE
37,https://www.yelp.com/biz/in-n-out-burger-san-francisco?osq=Restaurants,4,1810,1,3.7,5,3,4,5,2,3,4,5,4,4,4,4,2,3,4,4,4,3,4,3,3.7,0.3,FALSE
38,https://www.yelp.com/biz/pizza-squared-san-francisco?osq=Restaurants,4.5,108,1,4.5,5,5,5,4,5,5,4,1,5,4,5,5,5,4,4,5,5,5,4,5,4.5,0,FALSE
39,https://www.yelp.com/biz/dinosaurs-san-francisco-4?osq=Restaurants,4,886,1,4.4,5,4,3,4,5,5,5,4,5,1,5,5,5,5,5,4,4,5,5,4,4.4,-0.4,FALSE
40,https://www.yelp.com/biz/good-mong-kok-bakery-san-francisco?osq=Restaurants,4,2567,1,4.2,5,3,5,3,4,5,5,5,2,3,5,2,4,5,4,4,5,5,5,5,4.2,-0.2,FALSE
41,https://www.yelp.com/biz/saigon-sandwich-san-francisco?osq=Restaurants,4.5,3226,1,4.6,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,5,5,3,4.6,-0.1,FALSE
42,https://www.yelp.com/biz/yamo-san-francisco?osq=Restaurants,3.5,1958,1,4.25,5,4,1,4,4,4,5,4,5,5,4,5,4,5,5,5,3,5,4,4,4.25,-0.75,FALSE
43,https://www.yelp.com/biz/boba-guys-san-francisco-10?osq=Restaurants,4,620,1,4.15,5,5,5,5,5,4,5,4,4,3,3,5,3,5,5,5,2,2,5,3,4.15,-0.15,FALSE
44,https://www.yelp.com/biz/thai-nghiep-ky-mi-gia-san-francisco?osq=Restaurants,4,400,1,4.55,5,5,4,4,5,5,4,3,5,5,4,5,5,5,4,5,4,5,5,4,4.55,-0.55,FALSE
45,https://www.yelp.com/biz/slice-house-haight-by-tony-gemignani-san-francisco?osq=Restaurants,4,243,1,4.05,5,4,5,4,2,4,5,3,2,4,3,4,5,5,4,5,5,4,4,4,4.05,-0.05,FALSE
46,https://www.yelp.com/biz/tempest-san-francisco?osq=Restaurants,4,729,1,4.3,5,2,5,4,4,5,4,5,5,4,1,4,4,5,5,5,4,5,5,5,4.3,-0.3,FALSE
47,https://www.yelp.com/biz/taqueria-guadalajara-san-francisco?osq=Restaurants,4,928,1,3.7,5,3,3,4,1,3,5,3,3,5,5,4,5,4,4,5,4,2,5,1,3.7,0.3,FALSE
48,https://www.yelp.com/biz/broken-record-san-francisco?osq=Restaurants,4,1238,1,3.7,5,1,4,4,1,5,4,1,3,4,5,5,1,5,5,5,5,4,2,5,3.7,0.3,FALSE
49,https://www.yelp.com/biz/the-flying-falafel-san-francisco-3?osq=Restaurants,4.5,891,1,3.25,5,3,5,3,4,5,2,5,3,2,2,3,2,3,1,4,4,2,5,2,3.25,1.25,FALSE
50,https://www.yelp.com/biz/cafe-bunn-mi-san-francisco?osq=Restaurants,4,1203,1,3.85,5,4,5,4,4,4,3,4,4,2,5,4,4,5,5,1,5,2,3,4,3.85,0.15,FALSE
51,https://www.yelp.com/biz/uno-dos-tacos-san-francisco-3?osq=Restaurants,4,755,1,4.15,5,4,4,4,3,4,5,4,4,4,4,5,4,4,4,5,4,5,5,2,4.15,-0.15,FALSE
52,https://www.yelp.com/biz/los-kuyas-san-francisco?osq=Restaurants,4,14,1,4.142857143,5,4,3,5,5,5,5,3,5,5,5,5,1,2,,,,,,,4.142857,,FALSE
53,https://www.yelp.com/biz/za-pizza-san-francisco?osq=Restaurants,4,1108,1,3.8,4,2,4,4,3,5,5,2,5,5,4,1,1,3,4,5,5,4,5,5,3.8,0.2,FALSE
54,https://www.yelp.com/biz/counter-offer-san-francisco?osq=Restaurants,4.5,34,1,4.35,5,5,3,5,2,5,3,5,5,5,3,5,5,5,5,5,1,5,5,5,4.35,0.15,FALSE
55,https://www.yelp.com/biz/el-metate-restaurant-san-francisco?osq=Restaurants,4,1105,1,3.65,5,3,3,5,3,5,4,1,2,3,2,4,4,1,5,5,3,5,5,5,3.65,0.35,FALSE
56,https://www.yelp.com/biz/yummy-dumpling-san-francisco?osq=Restaurants,4.5,117,1,4.4,5,4,5,5,5,4,4,4,4,5,5,4,4,5,5,3,5,3,5,4,4.4,0.1,FALSE
57,https://www.yelp.com/biz/taqueria-canc%C3%BAn-san-francisco-5?osq=Restaurants,4,2022,1,3.7,5,5,2,3,5,4,5,3,4,3,4,4,4,3,1,2,4,5,4,4,3.7,0.3,FALSE
58,https://www.yelp.com/biz/basa-seafood-express-san-francisco?osq=Restaurants,4.5,646,1,4.5,5,4,4,4,5,2,4,5,5,5,5,5,5,5,5,5,4,3,5,5,4.5,0,FALSE
59,https://www.yelp.com/biz/guardinos-san-francisco?osq=Restaurants,3.5,135,1,3.4,4,1,4,4,4,3,3,1,2,5,5,3,3,4,2,4,5,5,4,2,3.4,0.1,FALSE
60,https://www.yelp.com/biz/cheung-hing-san-francisco?osq=Restaurants,4,645,1,3.9,5,4,5,4,4,4,4,4,1,5,2,4,5,4,4,5,5,4,4,1,3.9,0.1,FALSE
61,https://www.yelp.com/biz/el-sur-san-francisco?osq=Restaurants,4.5,123,1,4.55,5,5,4,5,4,5,5,5,5,5,5,3,4,4,4,4,4,5,5,5,4.55,-0.05,FALSE
62,https://www.yelp.com/biz/shanghai-dumpling-king-san-francisco-3?osq=Restaurants,3.5,485,1,3.9,4,3,4,4,4,5,3,3,4,4,5,4,3,5,3,5,2,4,4,5,3.9,-0.4,FALSE
63,https://www.yelp.com/biz/la-palma-mexicatessen-san-francisco?osq=Restaurants,4.5,634,1,3.9,5,3,4,5,1,4,4,4,5,5,2,5,5,1,4,3,5,5,4,4,3.9,0.6,FALSE
64,https://www.yelp.com/biz/dragoneats-san-francisco-3?osq=Restaurants,4,372,1,4.4,5,4,4,4,5,5,4,5,4,5,4,5,4,4,5,4,4,5,4,4,4.4,-0.4,FALSE
65,https://www.yelp.com/biz/chanvi-eatery-san-francisco?osq=Restaurants,4.5,229,1,4.05,5,4,3,1,4,5,1,5,5,4,5,5,4,5,5,1,5,5,4,5,4.05,0.45,FALSE
66,https://www.yelp.com/biz/raavi-san-francisco-2?osq=Restaurants,4,479,1,4.1,5,4,5,5,4,1,1,4,3,5,5,4,5,5,5,3,4,4,5,5,4.1,-0.1,FALSE
67,https://www.yelp.com/biz/b-and-b-banh-mi-and-boba-san-francisco?osq=Restaurants,4.5,166,1,4.3,5,5,5,4,5,3,5,5,3,4,5,5,4,5,2,4,5,3,5,4,4.3,0.2,FALSE
68,https://www.yelp.com/biz/la-oaxaque%C3%B1a-san-francisco-2?osq=Restaurants,4,508,1,4.1,5,2,2,4,4,5,5,4,5,1,5,5,4,5,4,5,4,5,4,4,4.1,-0.1,FALSE
69,https://www.yelp.com/biz/pizzeria-avellino-san-francisco?osq=Restaurants,3.5,333,1,3,5,2,1,2,3,1,3,1,4,5,3,2,5,3,3,4,1,3,4,5,3,0.5,FALSE
70,https://www.yelp.com/biz/navin-thai-restaurant-san-francisco-2?osq=Restaurants,4,183,1,3.8,5,4,5,5,1,5,4,5,4,5,1,2,5,5,3,5,5,1,1,5,3.8,0.2,FALSE
71,https://www.yelp.com/biz/petes-barbeque-san-francisco?osq=Restaurants,4,292,1,4.3,5,5,5,5,4,5,2,2,4,2,5,5,4,5,5,5,5,5,5,3,4.3,-0.3,FALSE
72,https://www.yelp.com/biz/aceking-bbq-san-francisco-3?osq=Restaurants,3.5,38,1,4,4,5,5,4,2,5,5,4,3,2,5,5,5,5,2,5,4,3,2,5,4,-0.5,FALSE
73,https://www.yelp.com/biz/arizmendi-bakery-san-francisco?osq=Restaurants,4.5,1903,1,4.45,5,4,5,4,4,3,5,5,5,4,5,4,5,5,4,4,4,5,4,5,4.45,0.05,FALSE
74,https://www.yelp.com/biz/kasa-indian-eatery-san-francisco?osq=Restaurants,3.5,1078,1,3.55,5,1,1,3,2,3,5,1,4,4,4,5,5,5,5,5,2,1,5,5,3.55,-0.05,FALSE
75,https://www.yelp.com/biz/toma-san-francisco?osq=Restaurants,4,310,1,4.2,5,4,5,4,5,5,5,5,3,5,1,4,5,5,4,4,3,3,5,4,4.2,-0.2,FALSE
76,https://www.yelp.com/biz/marcellos-pizza-san-francisco?osq=Restaurants,4,702,1,4,5,1,5,5,5,4,5,4,5,5,5,1,5,1,5,5,5,4,4,1,4,0,FALSE
77,https://www.yelp.com/biz/an-chi-san-francisco-2?osq=Restaurants,4,189,1,3.6,5,2,2,5,3,3,5,4,3,4,2,4,2,2,5,5,4,4,5,3,3.6,0.4,FALSE
78,https://www.yelp.com/biz/yo-yos-san-francisco?osq=Restaurants,4.5,531,1,4.9,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.9,-0.4,FALSE
79,https://www.yelp.com/biz/kam-po-kitchen-san-francisco?osq=Restaurants,4,481,1,3.75,4,4,3,1,5,4,4,3,4,2,5,4,5,4,4,4,1,4,5,5,3.75,0.25,FALSE
80,https://www.yelp.com/biz/jt-restaurant-san-francisco?osq=Restaurants,4.5,40,1,4.15,5,3,4,5,5,5,5,2,4,4,5,3,5,4,5,4,5,1,4,5,4.15,0.35,FALSE
81,https://www.yelp.com/biz/wok-shop-cafe-san-francisco?osq=Restaurants,4,590,1,3.6,4,2,2,1,5,5,5,2,2,4,5,5,5,2,5,5,1,5,2,5,3.6,0.4,FALSE
82,https://www.yelp.com/biz/kusina-ni-tess-san-francisco?osq=Restaurants,4,258,1,4.25,5,5,5,5,2,4,4,4,4,5,4,4,4,5,5,5,4,5,1,5,4.25,-0.25,FALSE
83,https://www.yelp.com/biz/dapper-dog-san-francisco-5?osq=Restaurants,4,190,1,4.15,5,2,4,4,4,4,5,5,3,4,4,4,4,4,4,4,5,4,5,5,4.15,-0.15,FALSE
84,https://www.yelp.com/biz/pho-tan-hoa-san-francisco?osq=Restaurants,4,621,1,3.8,5,3,2,3,4,4,4,4,3,5,5,5,5,1,4,3,4,5,4,3,3.8,0.2,FALSE
85,https://www.yelp.com/biz/little-vietnam-cafe-san-francisco?osq=Restaurants,4,518,1,3.15,5,4,5,3,2,3,1,4,4,5,5,5,1,5,2,1,4,2,1,1,3.15,0.85,FALSE
86,https://www.yelp.com/biz/dim-sum-bistro-san-francisco?osq=Restaurants,4.5,143,1,4.4,5,5,3,4,4,3,5,4,4,4,4,3,5,5,5,5,5,5,5,5,4.4,0.1,FALSE
87,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco-2?osq=Restaurants,3.5,1343,1,2.8,5,1,4,2,3,1,5,2,5,1,2,1,1,1,5,5,5,2,4,1,2.8,0.7,FALSE
88,https://www.yelp.com/biz/sams-san-francisco?osq=Restaurants,4,614,1,4.1,5,1,3,5,4,5,4,3,5,5,3,5,5,5,4,5,2,4,4,5,4.1,-0.1,FALSE
89,https://www.yelp.com/biz/belly-good-cafe-and-crepes-san-francisco?osq=Restaurants,4.5,1285,1,4.55,5,4,5,5,5,5,5,5,4,5,4,4,5,4,3,5,4,5,5,4,4.55,-0.05,FALSE
90,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?osq=Restaurants,4,5852,2,4.4,5,5,4,4,4,5,5,5,4,4,5,4,4,5,5,5,5,4,2,4,4.4,-0.4,FALSE
91,https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?osq=Restaurants,4.5,2734,2,4.35,5,4,3,4,5,4,5,5,4,5,4,5,4,5,5,4,5,2,5,4,4.35,0.15,FALSE
92,https://www.yelp.com/biz/um-ma-san-francisco-3?osq=Restaurants,4,227,2,3.7,5,2,4,3,4,3,5,4,5,3,4,5,5,3,4,4,4,4,2,1,3.7,0.3,FALSE
93,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?osq=Restaurants,4,2271,2,4.2,5,3,4,3,4,5,5,5,4,5,4,4,4,4,4,3,3,5,5,5,4.2,-0.2,FALSE
94,https://www.yelp.com/biz/voodoo-love-san-francisco?osq=Restaurants,4.5,43,2,4.25,5,5,4,5,5,4,2,3,5,5,4,5,5,4,5,1,5,5,5,3,4.25,0.25,FALSE
95,https://www.yelp.com/biz/beretta-san-francisco?osq=Restaurants,4,3584,2,3.7,5,1,3,4,4,4,4,3,4,5,3,4,4,4,5,4,4,3,1,5,3.7,0.3,FALSE
